"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"DCLRE1A",473.186875806658,8.88626624977697,0.25467883893066,34.8920479105702,7.84952248518825e-211,2.00668989848344e-210
"RASGRP1",473.138985939417,8.88612023141939,0.308221098880422,28.8303437490075,1.09429681016216e-144,2.55640591209245e-144
"TRIM35",472.682572743839,8.88472786496522,0.138645100202164,64.082523305981,0,0
"PACRGL",472.631106698071,8.88457077465607,0.114904182728271,77.3215610058913,0,0
"CRADD",472.48399898033,8.88412166200238,0.133830338890837,66.3834653310487,0,0
"SERPINB9",472.410891636742,8.88389841684929,0.255781464169062,34.7323776791635,6.48727579889048e-209,1.65312518655747e-208
"RAB40C",472.339502548554,8.88368038532618,0.147440844700228,60.2525060364933,0,0
"ENTPD5",472.229712366604,8.88334500757037,0.218475640605337,40.6605742542145,2.06505656760747e-285,5.8322037015918e-285
"SLC7A6",472.027376075101,8.88272672347723,0.132597414627053,66.9901954609073,0,0
"CTTNBP2",471.956330867274,8.88250956598086,0.393793449589383,22.5562654108209,1.96339534355073e-89,4.21885506830335e-89
"AC083799.1",471.675145371835,8.88164977072803,0.236976289221993,37.4790650992426,7.50593050374345e-243,2.00231572352246e-242
"PDK1",471.598686794904,8.88141589079572,0.131214621603416,67.6861753840128,0,0
"PTK2",471.524102987855,8.88118770907866,0.141499188182726,62.76493754586,0,0
"KLHL28",471.307745480109,8.8805255805995,0.259436924846499,34.2299986243433,5.78751805847854e-203,1.46396252856684e-202
"MIER3",471.055655508067,8.87975371496716,0.167416258075393,53.039972443825,0,0
"SPAG16",471.021946911985,8.87965047246506,0.158010836531068,56.19646517547,0,0
"SOX12",470.843178554014,8.87910281819984,0.229101089218651,38.7562662773975,1.69623592538985e-259,4.62183885804758e-259
"NATD1",470.761557089978,8.87885270288663,0.15924565166785,55.7556995113805,0,0
"LINC01128",470.551365008234,8.87820840475391,0.138844609206211,63.9434865747513,0,0
"AC018521.5",470.109202561018,8.87685211187029,0.224540423638939,39.5334255098061,6.8308683610009e-270,1.88731286934645e-269
"LILRB4",469.49870203538,8.87497735921989,0.214926184512382,41.2931415469695,3.2557159905023e-294,9.29495046441555e-294
"AUH",469.349583651219,8.87451906929505,0.268705389651068,33.02694851346,4.42584388040124e-189,1.09995682495823e-188
"SEMA5A",468.937903977185,8.873253085745,0.316345719438206,28.049227602962,5.00149478526066e-137,1.15641392872869e-136
"CCDC134",468.794709045896,8.87281247694887,0.211101377318687,42.0310496769243,1.02692224203754e-304,2.97995951480327e-304
"SNRPEP2",468.530468375999,8.87199905867452,0.185186055493293,47.9085697626722,0,0
"SLC2A11",468.51840428295,8.87196191054336,0.120049317072348,73.9026437376286,0,0
"DMAC2L",468.453111575525,8.87176084260529,0.133696274618465,66.3575770373786,0,0
"TTF2",468.350737192629,8.87144552576431,0.223482224245285,39.6964257704334,4.63783078933682e-272,1.28544124197104e-271
"AL591846.1",468.282008458026,8.87123380007947,0.16183815082793,54.8154669013215,0,0
"SEZ6L2",468.200155905693,8.8709816046269,0.199155573857374,44.5429742829086,0,0
"MRPS18A",468.175367882811,8.87090522168697,0.243421122781534,36.4426271653033,1.14494725426935e-229,3.00765791264976e-229
"SLC28A1",467.899179217598,8.87005388771907,0.35335082782606,25.1026831953127,3.40392862346612e-110,7.55795091376252e-110
"XPNPEP2",467.825151167966,8.86982561557343,0.257170757829548,34.4900240230747,5.83472990646606e-206,1.48135207560473e-205
"FICD",467.816364096544,8.86979851745057,0.146596878827866,60.5046886971277,0,0
"ARHGAP19",467.689120110445,8.86940605739136,0.208764408408996,42.485240300229,0,0
"CROCC",467.610351823236,8.86916305796495,0.169291349347387,52.3899365924797,0,0
"YBX1P2",467.549353216888,8.86897484971232,0.256523871897794,34.5736823013725,6.0573750777278e-207,1.54095262846905e-206
"AC093673.1",466.546099140483,8.86587582972742,0.203644511903169,43.5360410495278,0,0
"IBA57",466.501640650654,8.86573834470899,0.225415055515631,39.3307284840795,4.50956130552164e-267,1.24258259551951e-266
"TMEM160",466.490573725655,8.86570411891896,0.274847120703363,32.2568564525278,1.97919823283765e-180,4.85631480017198e-180
"PTPRM",466.383271905155,8.86537223308955,0.245521107930441,36.1083912817842,1.75202247680278e-225,4.57077450590245e-225
"C2orf42",466.313060719191,8.86515502771101,0.207475494674747,42.7286848579812,0,0
"AC092279.1",466.285962627817,8.8650711882879,0.260482987916479,34.0332060039575,1.41195063293326e-200,3.55987791078923e-200
"TMEM116",466.05821397205,8.86436635873885,0.212574747525737,41.6999971159115,6.69644267588037e-300,1.92824820665807e-299
"SSH3",466.045027934587,8.86432554044747,0.140523646118957,63.0806685228164,0,0
"PUS10",465.95433977497,8.86404477768498,0.113801077343143,77.890692993682,0,0
"AP1AR",465.933620725304,8.86398062561633,0.304135451274015,29.1448451289889,1.01919087429623e-147,2.39369254706908e-147
"C12orf29",465.580762467816,8.86288763791426,0.154486601744008,57.3699436576415,0,0
"ST7L",465.343627829823,8.86215264165201,0.143775715307185,61.6387310104319,0,0
"MPLKIP",465.297999686246,8.86201117474451,0.18297116659148,48.4339218021753,0,0
"ZBTB14",465.145383420056,8.86153789773193,0.205153618582191,43.1946458413635,0,0
"IPMK",465.081954099925,8.86134115192141,0.230356454920134,38.4679524391608,1.47436866981463e-255,3.99761706446382e-255
"RAD9A",464.596305169887,8.85983387053729,0.177738361215417,49.8476176440002,0,0
"FKBPL",464.507079640031,8.8595567749375,0.178113715880979,49.7410136615067,0,0
"GEMIN8",463.693708227696,8.85702834096358,0.12691805886587,69.7854065852355,0,0
"APOOL",463.470279022749,8.85633301582879,0.24941375983573,35.5085983293856,4.45468430592605e-218,1.14932209786548e-217
"MANSC4",463.440143165919,8.85623920557447,0.382294593339375,23.1660069482398,3.83051172684712e-94,8.29525946326154e-94
"AC091182.1",463.430678840886,8.85620974270982,0.429660954511651,20.6120887870198,5.48101984175495e-75,1.14949667940299e-74
"RPS6P25",463.149928645554,8.85533548109964,0.213224494090813,41.5305732995578,2.0618893773634e-297,5.91715057308076e-297
"HSPA14",463.095003513275,8.85516438118146,0.195143558377899,45.3776924782383,0,0
"PDZD8",462.840750705358,8.85437208155881,0.178422303388928,49.6259263185158,0,0
"FP565260.3",462.762921685826,8.85412946467184,0.243755222013143,36.3238555118809,4.42924715793298e-228,1.16100101610412e-227
"CEP170B",462.733402571968,8.85403743388129,0.212851496479176,41.5972524522398,2.38496700019227e-298,6.85203522845623e-298
"CD2BP2-DT",462.549168076494,8.85346291923047,0.229360868630249,38.6005815730628,3.00553091652682e-257,8.1657528701367e-257
"SLC6A8",462.466753424111,8.85320584428107,0.20936816369172,42.2853488714588,3.27618501324392e-308,9.54176232487518e-308
"BTBD9",462.388387241805,8.85296135517595,0.137895159792423,64.2006678733506,0,0
"LINC01963",461.690342250687,8.85078174383675,0.187752332077463,47.1407286711363,0,0
"RDH13",461.079597528271,8.84887201862149,0.253662321802634,34.8844556642768,1.61718540880536e-210,4.13134628374123e-210
"SNTB2",461.058119857338,8.8488048144962,0.225224965539738,39.2887386764188,2.22496770288804e-266,6.12347296430649e-266
"GLMN",461.017008134786,8.84867616624079,0.143748156047115,61.5567977326993,0,0
"MCU",460.768252536424,8.84789750662846,0.162986082179499,54.2862150455529,0,0
"PALB2",460.753771322138,8.8478521643024,0.221595499596086,39.9279415892013,4.97942065859393e-275,1.38645897169383e-274
"ZNF136",460.711854459679,8.84772090981401,0.242194073104581,36.5315335606644,1.26082615729622e-230,3.3158242772787e-230
"STAP2",460.621936332761,8.84743930842806,0.347961304256373,25.4265034651939,6.32822165445714e-113,1.41038439184977e-112
"ULK4",460.516490129605,8.84710900689972,0.123790674148228,71.4682997550052,0,0
"PAFAH1B3",460.47004032315,8.84696348271828,0.180196781495581,49.0961237447808,0,0
"KRBA1",460.409203277988,8.8467728620607,0.139711504823936,63.3217205212223,0,0
"PHLPP2",460.359177804822,8.84661609841935,0.135638478730537,65.22202387712,0,0
"MNDA",458.972669874922,8.84226443881725,0.201580301856067,43.8647246650658,0,0
"LINC02244",458.946757163395,8.84218298473898,0.230479960252827,38.3642160257207,4.68461761624978e-254,1.26749109778664e-253
"SOCS5",458.483811535889,8.84072698481816,0.221929239753405,39.8357917804859,1.02232182017961e-273,2.8412464476099e-273
"PARVA",458.349157807986,8.84030321238987,0.16074558958015,54.9956190740897,0,0
"CENPP",458.290973915429,8.84012006174992,0.227221591090146,38.9052819291401,3.45829478658185e-261,9.44122266524521e-261
"COBLL1",457.616975104391,8.83799675903416,0.178940137889161,49.3908010985696,0,0
"TBPL1",457.431611351374,8.83741225811289,0.24826946879063,35.5960493296323,5.050243721035e-219,1.30509496586235e-218
"GCNT2",457.411676627137,8.83734938455152,0.167304206541982,52.82203936895,0,0
"CBY1",456.740106719335,8.83522966927547,0.146684434614986,60.232905369039,0,0
"EIF1AXP1",456.116457515752,8.83325841598444,0.124762709661445,70.8004694668325,0,0
"MRTFB",456.103892060276,8.83321867093751,0.188206292209501,46.9337053891102,0,0
"RNU4-62P",455.983185375008,8.83283681499072,0.570734911319078,15.4762511278245,3.64017613500568e-43,7.03597835572331e-43
"TBCEL",455.787456097601,8.83221740995755,0.376268314554604,23.4731893925547,1.56592812043992e-96,3.40300567976749e-96
"KDM7A-DT",455.779729995293,8.8321929544711,0.245515687334103,35.9740473220845,1.29357232391537e-223,3.36543011226555e-223
"MTUS1",455.7700244717,8.83216223292093,0.417940037704094,21.1326062021705,1.16992904776654e-78,2.46948367256212e-78
"CLDN23",455.715031590589,8.83198814787931,0.162964789971118,54.1956833095333,0,0
"APBB2",455.551795116669,8.8314712839992,0.17916163587725,49.2933168463027,0,0
"FAM135A",455.537916692177,8.83142733150158,0.200976246724992,43.9426423540796,0,0
"DNASE2B",455.480713443003,8.83124615662484,0.309755635016024,28.5103648111776,2.51885333489616e-141,5.85531601788081e-141
"TRAF3IP1",455.279324613507,8.830608134186,0.190281810464984,46.4080518921224,0,0
"ASS1",455.117802227393,8.8300962091348,0.288972602208009,30.5568629747768,5.43910464232316e-162,1.30354134987202e-161
"IER5L",454.860567920095,8.82928056190286,0.196398188500607,44.9560183284256,0,0
"LMNB1",454.830073934093,8.82918383996163,0.17237169091087,51.2217742560003,0,0
"NPIPA1",454.704031249775,8.82878398435262,0.168635436163222,52.354263049477,0,0
"RTL6",454.492283243944,8.82811198910015,0.177526614932462,49.7283857547709,0,0
"ZNF71",454.356875140371,8.82768209905917,0.181832748223852,48.5483620815737,0,0
"TRMT12",453.982668362907,8.8264934107619,0.200290225701949,44.0685179709995,0,0
"TTTY14",453.913005835027,8.82627201575681,0.216940415736928,40.6852360164182,2.72985922998498e-285,7.70890681477618e-285
"ZNF619",453.831489946,8.82601290634945,0.12307575804869,71.7120336797586,0,0
"ZNF473",453.815899419989,8.82596334442744,0.164530864201676,53.6432078397699,0,0
"RPS10P3",453.748946999,8.82575048486971,0.139067088438844,63.4639768758149,0,0
"UST",453.624599527545,8.82535506782846,0.346637713658692,25.4598813691638,3.81332754344143e-113,8.50033391449215e-113
"HS3ST3B1",453.457075885637,8.82482218190051,0.453309824748016,19.4675290499296,4.58231860911161e-67,9.44748264391322e-67
"DGKE",452.840302449649,8.8228585524427,0.148732766973769,59.3202071874231,0,0
"VAMP1",452.406617044901,8.82147622057914,0.257326222195891,34.2812953351632,3.18057410239076e-203,8.04931610361437e-203
"ZNF140",452.188580900538,8.82078075000619,0.21428263950253,41.164234165139,6.07476229764145e-292,1.72869912790217e-291
"NHSL1",452.118519639228,8.82055720418997,0.112918016168425,78.1147021838701,0,0
"ZNF436",452.03411661667,8.82028785183164,0.414767849356833,21.265601626329,1.3464765255809e-79,2.84591600474049e-79
"REL",451.898793223428,8.81985589413283,0.293674848407359,30.0327247701469,1.62659149558972e-156,3.86952114643888e-156
"ZNF182",451.869961487554,8.81976384536004,0.184282152796617,47.8601085971358,0,0
"ORC6",451.865251731387,8.81974880834086,0.141021614152508,62.5418228357728,0,0
"MIER2",451.76689213041,8.81943473604922,0.129121203255383,68.3035358538725,0,0
"SSPN",451.148813685554,8.81745958191066,0.163555242785866,53.9112010824065,0,0
"FDXR",451.138878949389,8.81742781201129,0.195911263289365,45.0072531000312,0,0
"TMEM120B",451.126140458372,8.81738707507165,0.156467933639401,56.352677957596,0,0
"ZNF761",450.983618360318,8.81693121939825,0.44300336790206,19.9026279668093,5.52841193958283e-70,1.14902123702647e-69
"BCORL1",450.92422195303,8.81674119798246,0.299287724202232,29.4590806271255,1.1441198901977e-150,2.70030966666467e-150
"NEURL4",450.746821892922,8.81617350937358,0.136486262906081,64.5938523164064,0,0
"AC000089.1",450.568485613685,8.81560259957791,0.546323210927912,16.1362402754313,1.00622926780374e-46,1.96807402782915e-46
"FAM89B",450.540966822766,8.81551448326064,0.257928217303432,34.1781700948597,5.53986382483326e-202,1.39978769055551e-201
"C11orf71",450.334653805832,8.81485368888506,0.15213142605415,57.9423589031992,0,0
"CSAD",450.051799534311,8.81394725039584,0.122714834517436,71.8246272755516,0,0
"PET100",450.015003150884,8.81382929035162,0.297990213311136,29.5775797212137,7.50434143327352e-152,1.77410828682591e-151
"PARP11",449.926765623118,8.81354638350463,0.234744343506348,37.5452982246888,3.14601418865068e-243,8.39684911173837e-243
"WDPCP",449.658177700765,8.8126848962643,0.177154938885889,49.7456348193645,0,0
"ZNF48",449.598507919581,8.81249343747637,0.19806487243636,44.4929650022009,0,0
"ZNF224",449.593357845909,8.81247691155787,0.153259607053258,57.5003230205043,0,0
"ZNF324",449.464303131966,8.81206272989819,0.177176555271717,49.7360540528855,0,0
"KNTC1",449.434777455657,8.81196795497244,0.112007842777945,78.6727762665884,0,0
"METTL15",449.083004762255,8.81083831512276,0.133637970297422,65.9306505143229,0,0
"SLC25A35",449.00899425169,8.81060053414503,0.144855765740456,60.8232643630583,0,0
"MCC",448.572245848786,8.80919655024572,0.17396217542994,50.6385743249887,0,0
"TMEM63C",448.454762927133,8.80881865297447,0.15833756506977,55.6331572302059,0,0
"KDM6A",448.333481610363,8.80842843386447,0.206661978145805,42.6223948541223,0,0
"ZBTB47",448.235990638516,8.80811468295832,0.215996308805346,40.7790055842858,1.90817222170049e-286,5.39331475699287e-286
"ZNF558",448.153899956874,8.80785044120173,0.144137532678566,61.1072652453659,0,0
"CENPU",447.931616709715,8.80713469044143,0.20583006577961,42.7883781559471,0,0
"TCF19",447.652851415567,8.80623656561961,0.217934285994857,40.4077611075268,2.77285822798543e-281,7.7922918867931e-281
"FABP5P1",447.621009338318,8.80613394136357,0.227580704425068,38.694554371867,3.85571773643767e-258,1.04890688144305e-257
"PUS7L",447.527975268403,8.80583405878739,0.247270137758788,35.6122018558403,5.07038750087156e-219,1.31016753981912e-218
"TTC21B",447.203282041353,8.80478696598671,0.0868363866133629,101.395132954919,0,0
"PHF7",447.020811435758,8.80419818864694,0.1867392906812,47.1470045566222,0,0
"APAF1",446.585596975185,8.80279291270504,0.294569379749498,29.8835979496272,6.52100460689705e-155,1.54796315290751e-154
"AIMP2",446.162786838474,8.8014263773091,0.440530452779441,19.9791554063475,1.78160304629839e-70,3.70529177434112e-70
"SMAP1",445.831957126672,8.80035622210984,0.394512130029584,22.3069344444489,2.58578532532804e-87,5.53658686802803e-87
"ZCCHC24",445.82828201954,8.8003443295557,0.199918868971802,44.0195784160671,0,0
"TPPP",445.504012865585,8.79929461661778,0.338490243098974,25.995711238403,8.96655001114802e-118,2.01178271230377e-117
"WARS2",445.32229079378,8.79870601806749,0.237176485597984,37.0977164784428,2.02409341297375e-237,5.35633453389561e-237
"NEIL1",445.260509644815,8.79850585395623,0.106120999002849,82.9101302911784,0,0
"GPR180",445.112616578037,8.79802658388461,0.188559888137484,46.6590570814815,0,0
"AL390039.1",445.047269586617,8.79781476625029,0.190123554214404,46.2741968116633,0,0
"AURKA",444.833004821385,8.79712002398192,0.161317916426656,54.5328145741431,0,0
"TSEN2",444.605844912611,8.79638310433623,0.110145709164932,79.861332511506,0,0
"SACS",444.583038291482,8.79630909756482,0.193095245655329,45.5542500164197,0,0
"RAD51B",444.521343147313,8.79610887972642,0.123397808591773,71.2825371869114,0,0
"H4C9",444.507692837011,8.79606457693274,0.264782075812468,33.2200151764145,7.66387958476345e-191,1.90955519521683e-190
"RNF26",444.45860340525,8.7959052433784,0.217319930049772,40.4744527635542,4.03624737634037e-282,1.13640009095813e-281
"SEMA4B",444.268815004538,8.79528906617262,0.120257554442382,73.1371023380208,0,0
"WNT5A",444.192137187575,8.79504004519701,0.288803002104746,30.4534232023223,9.46177438161948e-161,2.26356877113431e-160
"RANP1",443.493136072578,8.79276796593425,0.278944702404852,31.521544915998,4.79480545721506e-172,1.16603658032713e-171
"RPL37AP1",443.442956068167,8.79260471980133,0.210372355223892,41.7954379530698,1.20967064175865e-300,3.48681055198655e-300
"C12orf76",443.406682122614,8.7924867015057,0.19897623974918,44.1886263032667,0,0
"LRP8",443.387136229821,8.79242310439434,0.117640171102421,74.7399720860609,0,0
"ASRGL1",443.303947055268,8.79215239769119,0.226732295256681,38.777680028942,3.89891798074231e-259,1.06179392730423e-258
"ABCG2",442.915902324801,8.79088898603446,0.1768229579831,49.7157670378676,0,0
"LRRC27",442.895148399132,8.790821383388,0.172264413366017,51.0309773888692,0,0
"CEP135",442.89321941853,8.79081509987638,0.153789431955444,57.1613731067246,0,0
"AC025171.2",442.835195106618,8.7906260771787,0.180119693052809,48.8043585250914,0,0
"NIPSNAP1",442.725133883213,8.79026746856261,0.160792898811572,54.6682567049411,0,0
"ASTN2",442.148149979978,8.78838604226345,0.155295287711903,56.5914534288206,0,0
"SCYL3",441.983909321087,8.78785003820314,0.120638361717471,72.8445737582531,0,0
"EME2",441.678349859412,8.78685230601972,0.157678557067705,55.7263617160498,0,0
"LRRC37B",441.664305795571,8.7868064318595,0.136086090564728,64.5679980620806,0,0
"ZNF85",441.582561273407,8.78653938892626,0.44142373513756,19.9049998663713,6.11587702029361e-70,1.27101577464287e-69
"C20orf96",441.53714428835,8.78639099939591,0.216997581682945,40.4907323448134,2.87548516180073e-282,8.0976818254207e-282
"HAUS5",441.53712423085,8.78639093385928,0.152592685739532,57.5806821360834,0,0
"AL391058.1",441.362075638166,8.78581886008251,0.343016467148838,25.613402566677,2.33939045983018e-114,5.22528880944253e-114
"VCPKMT",440.91930051057,8.78437081969152,0.165067255021499,53.2169194825916,0,0
"ABCA2",440.548094365855,8.78315571565274,0.155953769459855,56.3189703337927,0,0
"PPP2R3B",440.521143257541,8.78306745418891,0.155857843550781,56.3530667054768,0,0
"LGALSL",440.427229436344,8.78275985613022,0.208855515450048,42.0518454454262,3.16154706985898e-304,9.16697380064375e-304
"P2RY13",440.360752282489,8.78254208235861,0.507587562100069,17.3025163304281,2.32204956203344e-53,4.62773513842887e-53
"VMO1",440.360520962639,8.78254132451612,0.3246290731807,27.0540812579268,2.61932080466368e-127,5.96625676752282e-127
"HEATR1",440.024886151506,8.78144130923391,0.318671654028241,27.5563929148706,5.45739476927436e-132,1.25226840666761e-131
"ANAPC1",439.533144414249,8.77982815031773,0.0898927342403084,97.6700533643442,0,0
"SP2",439.18454168042,8.77868346535309,0.122701394883758,71.545099170793,0,0
"MAP7D3",438.81166714572,8.77745807447094,0.13873061253671,63.2697997505654,0,0
"TMTC3",438.494839781972,8.77641605487401,0.161257380938043,54.4248951819825,0,0
"ZNF100",438.327288685826,8.77586468845521,0.122788212498267,71.4715566738873,0,0
"LDLRAD3",438.122744550109,8.77519130194278,0.195580452648401,44.8674250576468,0,0
"SLC25A14",437.828550441563,8.77422222432433,0.0856271395672281,102.47010782645,0,0
"N4BP2",437.525454072534,8.77322314133909,0.205241760492243,42.745799491769,0,0
"ETAA1",437.317534492655,8.77253738502312,0.208565580308188,42.0612901326304,2.84927639299673e-304,8.26247952085597e-304
"TIGD5",436.708297646336,8.77052613298241,0.245747547790678,35.6891704996908,9.8183534896744e-220,2.53985906107524e-219
"FAM104A",436.529829222144,8.76993643011397,0.174039154747581,50.3905942477918,0,0
"AC040970.1",436.494702043801,8.76982033301886,0.145869914576087,60.1208299772085,0,0
"DGKZP1",436.468760591481,8.76973458921346,0.218599422046076,40.1178306288705,5.28129202033308e-277,1.47519144536345e-276
"TAF4",436.16675639919,8.76873600513235,0.1532927920666,57.2025330540177,0,0
"NME8",435.736392693797,8.76731180191754,0.288805342818511,30.3571662364537,1.26911773943384e-159,3.03130487087744e-159
"FBXO10",435.647970687109,8.76701901265862,0.109258139492374,80.2413353677009,0,0
"CEP57L1",435.517453131322,8.76658672499719,0.125043177039763,70.1084771879194,0,0
"RPL3P2",435.399036909583,8.76619440610354,0.243675910351389,35.9748093008554,3.36897272623039e-223,8.75953558361587e-223
"NKG7",435.397542761322,8.76618945523365,0.270018417529126,32.4651538048809,3.23337545142538e-182,7.9528287581831e-182
"ZNF16",435.344384892324,8.76601330523639,0.220558352161485,39.7446445320657,6.85830837944542e-272,1.89984397990471e-271
"RNF214",434.829861517581,8.76430720922003,0.229908876825256,38.1207865056965,2.60809479257963e-250,7.02595561608137e-250
"WDR24",434.636221967735,8.76366460146751,0.125491722223344,69.8346030017051,0,0
"DEPP1",434.259663615902,8.76241414347865,0.291234069241757,30.0871878289928,8.14526118519259e-157,1.9384122270736e-156
"VWA8",434.160649707296,8.76208516251551,0.213889764829164,40.9654252016869,1.15820559057518e-288,3.28123872343272e-288
"MTRF1L",433.917855161717,8.76127814219642,0.171950588796494,50.9523009110806,0,0
"ZNF808",433.869840705249,8.76111849435021,0.119891797230381,73.0752119556192,0,0
"CEP131",433.819464482111,8.76095097464714,0.192550629904399,45.4994667064811,0,0
"ANKRA2",433.781702275176,8.76082538848889,0.327628539071039,26.7401167594539,2.40381034090852e-124,5.44564137043201e-124
"GPR89B",433.753266846277,8.76073081327582,0.23292076962367,37.6124929839041,1.01824091540831e-243,2.71858468257341e-243
"GPATCH2",433.74973185416,8.76071905558599,0.281726176967134,31.0965745174897,2.40168688729662e-167,5.80179713890219e-167
"BBS9",433.669527404782,8.76045226288921,0.144789113454492,60.5049098918798,0,0
"LSM1",433.55642278624,8.7600759469518,0.315792814211872,27.7399470561559,1.21858559399775e-133,2.80276889015279e-133
"RPL39L",433.327417210112,8.75931371053336,0.174229690295454,50.2745180553299,0,0
"PPP3CB-AS1",433.180053615378,8.75882300332878,0.177121118718505,49.4510370457234,0,0
"FOXN3-AS1",433.035075946221,8.75834007810813,0.226190554662297,38.7210690171584,3.92123541802875e-258,1.06650228531382e-257
"COX17P1",432.958423381372,8.75808468063562,0.233697957713572,37.4760856548427,5.9355163664291e-242,1.58123050615819e-241
"FN3K",432.842717136684,8.75769907516898,0.239451659407561,36.5739752935387,1.4754142363699e-230,3.87976476331096e-230
"CBX4",432.742010535546,8.75736337397173,0.144367792830007,60.6600904696488,0,0
"ZFYVE21",432.532343558633,8.75666420725699,0.192693296379753,45.4435331782362,0,0
"CDK17",432.362980401833,8.75609919231754,0.228354083970496,38.3443949855035,3.63435670720824e-253,9.81970774011297e-253
"ZNF529",432.345636124842,8.7560413173249,0.116556215153683,75.1229036201955,0,0
"ASTE1",432.186142600781,8.75550900486517,0.150335571476122,58.2397693300138,0,0
"ACACB",432.16973055036,8.75545421820959,0.238154242836469,36.7637969155208,6.45524851715392e-233,1.7015222168455e-232
"TLN2",432.109877309573,8.75525439867662,0.240394678011636,36.4203337240803,1.25291985894664e-228,3.2872194876724e-228
"RPL26P6",432.036651194982,8.75500989627071,0.665739680458469,13.1508007608041,1.16476339237943e-31,2.16075494627123e-31
"AL160006.1",431.665443840384,8.75376979497729,0.270798219486846,32.3258026273784,1.3044669129384e-180,3.20135877621331e-180
"THAP1",431.605596293899,8.75356976102585,0.175120395204232,49.9860096296441,0,0
"TMEM183B",431.261574570457,8.75241936736753,0.408856492161968,21.4070695590185,1.7837365787699e-80,3.77512584424178e-80
"TUT4",430.942154940405,8.75135042015343,0.21256792430176,41.1696658792701,1.96919523693459e-291,5.59999521457645e-291
"TTC12",430.793532556996,8.75085278084071,0.115967657120826,75.4594254820832,0,0
"HNRNPLP2",430.536596151529,8.74999206349987,0.271016112223074,32.2858740453694,3.76092862770647e-180,9.22543903550356e-180
"GPR141",430.496016079256,8.74985607638803,0.320922285172647,27.2647194683936,3.85256013386543e-129,8.79735874099613e-129
"WWOX",430.474202783195,8.74978297296733,0.199695124266991,43.8157065931612,0,0
"QSOX2",430.406083091941,8.74955465796796,0.0886914765008926,98.6515841562283,0,0
"ELP4",430.267412383017,8.74908976728208,0.176451388012606,49.5835701029285,0,0
"TMEM143",430.051449493989,8.74836545770486,0.158775746855177,55.0988777000334,0,0
"YIPF2",429.828306530118,8.74761668497854,0.155834058546049,56.1341773845518,0,0
"MAP3K9",429.693909716146,8.74716551893549,0.157438610730056,55.5592143399522,0,0
"PPP4R1L",429.589321344752,8.74681432128602,0.145822918645494,59.9824389919814,0,0
"CASP5",429.420270116565,8.74624648275631,0.22836880250947,38.2987798098806,1.69536215036945e-252,4.5778015543394e-252
"SHPK",429.37738065431,8.74610238265427,0.298834432217745,29.2673850123183,1.92839829664099e-148,4.5370302686362e-148
"AC025569.1",429.349740449998,8.74600950941265,0.196988924924834,44.3984833804738,0,0
"MOCS3",429.267189406617,8.74573209587203,0.0927376869207625,94.3061271664519,0,0
"PECR",429.233699541925,8.74561953766188,0.120352169429476,72.6669039629292,0,0
"ZNF433-AS1",429.162174820338,8.7453791162795,0.189678228272434,46.1063939490122,0,0
"PUS7",428.990866427452,8.74480312164851,0.183549449719096,47.6427640346051,0,0
"SULT1C2P1",428.712766888575,8.74386757042991,0.265907202589632,32.8831542932069,9.33174359895881e-187,2.31132286960588e-186
"ARL6IP6",428.040746115992,8.74160432617098,0.220494605824963,39.6454339255374,2.35731011884924e-270,6.51588370383916e-270
"PIGW",427.636926071865,8.74024262365785,0.196383264797076,44.5060460354868,0,0
"GABPB1-IT1",427.576646788692,8.7400392484407,0.206143987228398,42.3977403656073,0,0
"FCGR1CP",427.436661432394,8.73956684367415,0.241861984469854,36.1345205317434,5.46412277411593e-225,1.42448891577178e-224
"CENPJ",427.380234198325,8.73937637647282,0.14671564642046,59.5667646205052,0,0
"BICD1",426.729728745199,8.73717881125646,0.199784355472153,43.7330480187389,0,0
"CCDC85B",426.561084043167,8.73660854171924,0.340905409081931,25.6276618351325,2.55017507476845e-114,5.6951001143289e-114
"TULP3",426.558173670639,8.73659869835918,0.163598145503685,53.4027978829528,0,0
"NPAT",426.354457588016,8.73590953002712,0.220615104863431,39.5979664920722,1.14433230027399e-269,3.16100995296003e-269
"GAB1",426.234011520571,8.73550190794062,0.286919207967633,30.4458595498635,2.14489416723828e-160,5.12792094162583e-160
"ZNF552",426.192784620269,8.73536235849208,0.144548932349401,60.4318704850555,0,0
"CC2D2A",426.121208471973,8.73512004743002,0.299228456489086,29.1921435211114,1.20978509722846e-147,2.84080176166241e-147
"FCRL6",425.835262225499,8.73415161004753,0.287566325144562,30.3726509202939,1.24992296345967e-159,2.98573808221263e-159
"EID2",425.627357401117,8.73344707350497,0.222778176521337,39.2024353995397,2.45047635430256e-264,6.71651132562015e-264
"KATNB1",425.622698198347,8.73343128071016,0.0857699465783943,101.823909529053,0,0
"NCAPH",425.32548397813,8.73242348844265,0.197830175514265,44.1410086491733,0,0
"GNE",424.955861765776,8.73116919262863,0.141498255104095,61.7051368315844,0,0
"AC027020.2",424.921460260508,8.73105239722818,0.265451378808089,32.8913431771639,8.87241046884659e-187,2.19798122691341e-186
"BOLA1",424.789282870294,8.73060355821218,0.139819750631867,62.4418475841737,0,0
"CASTOR2",424.779696635836,8.73057100049586,0.192219909200973,45.4197020318417,0,0
"SHQ1",424.486772498528,8.72957578819826,0.169862383905374,51.3920480067047,0,0
